id,guid,receipt_number,device_number,device_name,operator_id,operator_name,shift_id,carpark_name,carpark_number,parking_rate_label,parking_rate_name,entry_grace_period,exit_grace_period,vat_type,vat_percentage,ticket_id,entry_date_time,payment_date_time,max_exit_date_time,parking_duration,payment_category,parking_fee,vat_amount,lost_fee,admin_fixed_charges,ticket_replacement_fee,discount_amount,gross_amount,amount_received,discount_id,discount_category,discount_name,coupon_id,coupon_category,coupon_source,product_id,product_quantity,payment_type,authentication_code,bank_notes,void,void_user,void_reason,void_date_time,record_creation_time,facility_number,validation_id,validation_value,validation_hours,validation_transactions,customer_card_id,balance_returned,credit_note,entry_plate_number,exit_plate_number,wallet_points,parktron_payment_id,update_reason,last_updated_datetime
1456,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187ce85e11,2021-04-15 21:54:53,2021-04-16 00:10:32,2021-04-16 00:38:16,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 00:36:39,200002,,100,0,,,0,0,B 505,,0,0,,2021-05-31 11:28:19
1457,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187ce114a5,2021-04-15 21:46:54,2021-04-16 00:10:32,2021-04-16 00:38:29,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 00:36:54,200002,,100,0,,,0,0,6 33331,,0,0,,2021-05-31 11:28:19
1458,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187cf03e7d,2021-04-15 22:03:28,2021-04-16 00:10:32,2021-04-16 00:38:45,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 00:37:09,200002,,100,0,,,0,0,C 8111,,0,0,,2021-05-31 11:28:19
1459,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187cd7c72f,2021-04-15 21:36:45,2021-04-16 00:10:32,2021-04-16 00:38:56,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 00:37:24,200002,,100,0,,,0,0,A 21612,,0,0,,2021-05-31 11:28:19
1460,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187cebd3d5,2021-04-15 21:58:39,2021-04-16 00:10:32,2021-04-16 00:39:14,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 00:37:39,200002,,100,0,,,0,0,J 16049,,0,0,,2021-05-31 11:28:19
1461,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187d0065b7,2021-04-15 22:21:08,2021-04-16 00:10:32,2021-04-16 00:39:26,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 00:37:54,200002,,100,0,,,0,0,U 10573,,0,0,,2021-05-31 11:28:19
1462,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187cdfdf0f,2021-04-15 21:45:35,2021-04-16 00:10:32,2021-04-16 00:41:55,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 00:40:19,200002,,100,0,,,0,0,KSA 6,,0,0,,2021-05-31 11:28:19
1463,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187cd04962,2021-04-15 21:28:34,2021-04-16 00:10:32,2021-04-16 00:51:40,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 00:50:06,200002,,100,0,,,0,0,K 9368,,0,0,,2021-05-31 11:28:19
1464,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187cd5cb8b,2021-04-15 21:34:35,2021-04-16 00:10:32,2021-04-16 00:54:59,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 00:53:36,200002,,100,0,,,0,0,E 6987,,0,0,,2021-05-31 11:28:19
1465,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187d10fd61,2021-04-15 22:39:14,2021-04-16 00:10:32,2021-04-16 01:01:41,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 01:00:06,200002,,100,0,,,0,0,12 4666,,0,0,,2021-05-31 11:28:19
1466,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187d15ee67,2021-04-15 22:44:38,2021-04-16 00:10:32,2021-04-16 01:04:18,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 01:02:51,200002,,100,0,,,0,0,E 3703,,0,0,,2021-05-31 11:28:19
1467,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187d2a4601,2021-04-15 23:06:52,2021-04-16 00:10:32,2021-04-16 01:12:14,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 01:10:51,200002,,100,0,,,0,0,W 22,,0,0,,2021-05-31 11:28:19
1468,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187d311e7b,2021-04-15 23:14:20,2021-04-16 00:10:32,2021-04-16 01:12:26,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 01:10:51,200002,,100,0,,,0,0,H 74,,0,0,,2021-05-31 11:28:19
1469,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187cac6f1d,2021-04-15 20:49:26,2021-04-16 00:10:32,2021-04-16 01:24:45,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 01:23:21,200002,,100,0,,,0,0,R 1471,,0,0,,2021-05-31 11:28:19
1470,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187d1bed3e,2021-04-15 22:51:11,2021-04-16 00:10:32,2021-04-16 01:24:58,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 01:23:21,200002,,100,0,,,0,0,F 88013,,0,0,,2021-05-31 11:28:19
1471,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187d0cdc64,2021-04-15 22:34:44,2021-04-16 00:10:32,2021-04-16 01:25:12,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 01:23:36,200002,,100,0,,,0,0,V 28902,,0,0,,2021-05-31 11:28:19
1472,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187d1b9c41,2021-04-15 22:50:50,2021-04-16 00:10:32,2021-04-16 01:25:26,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 01:23:51,200002,,100,0,,,0,0,G 91110,,0,0,,2021-05-31 11:28:19
1473,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187d19ecb3,2021-04-15 22:49:00,2021-04-16 00:10:32,2021-04-16 01:25:47,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 01:24:21,200002,,100,0,,,0,0,F 6064,,0,0,,2021-05-31 11:28:19
1474,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187d14a46a,2021-04-15 22:43:14,2021-04-16 00:10:32,2021-04-16 01:27:33,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 01:26:06,200002,,100,0,,,0,0,W 16445,,0,0,,2021-05-31 11:28:19
1475,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187d404054,2021-04-15 23:30:52,2021-04-16 00:10:32,2021-04-16 01:27:57,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 01:26:21,200002,,100,0,,,0,0,M 75554,,0,0,,2021-05-31 11:28:19
1476,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187cdb0feb,2021-04-15 21:40:20,2021-04-16 00:10:32,2021-04-16 01:31:35,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 01:30:06,200002,,100,0,,,0,0,K 96925,,0,0,,2021-05-31 11:28:19
1477,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187c349b18,2021-04-15 18:38:32,2021-04-16 00:10:32,2021-04-16 01:40:09,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 01:38:36,200002,,100,0,,,0,0,H 75460,,0,0,,2021-05-31 11:28:19
1478,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187cc78762,2021-04-15 21:19:01,2021-04-16 00:10:32,2021-04-16 01:40:29,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 01:39:06,200002,,100,0,,,0,0,M 8291,,0,0,,2021-05-31 11:28:19
1479,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187cd3d13a,2021-04-15 21:32:25,2021-04-16 00:10:32,2021-04-16 01:40:46,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 01:39:21,200002,,100,0,,,0,0,V 98122,,0,0,,2021-05-31 11:28:19
1480,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187cd285a3,2021-04-15 21:31:00,2021-04-16 00:10:32,2021-04-16 01:41:14,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 01:39:51,200002,,100,0,,,0,0,T 18885,,0,0,,2021-05-31 11:28:19
1481,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187d0f575e,2021-04-15 22:37:26,2021-04-16 00:10:32,2021-04-16 01:41:27,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 01:39:51,200002,,100,0,,,0,0,R 84579,,0,0,,2021-05-31 11:28:19
1482,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187d9d406d,2021-04-16 01:12:28,2021-04-16 00:10:32,2021-04-16 01:51:13,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 01:49:36,200002,,100,0,,,0,0,10 99777,,0,0,,2021-05-31 11:28:19
1483,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187d9e8d2e,2021-04-16 01:13:53,2021-04-16 00:10:32,2021-04-16 01:52:14,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 01:50:51,200002,,100,0,,,0,0,X 30,,0,0,,2021-05-31 11:28:19
1484,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187d596cc8,2021-04-15 23:58:21,2021-04-16 00:10:32,2021-04-16 02:03:46,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 02:02:21,200002,,100,0,,,0,0,S 797,,0,0,,2021-05-31 11:28:19
1485,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100187ca5260a,2021-04-15 20:41:27,2021-04-16 00:10:32,2021-04-16 04:37:36,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 04:36:11,200002,,100,0,,,0,0,H 8838,,0,0,,2021-05-31 11:28:19
1486,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100188006e0fd,2021-04-16 12:27:05,2021-04-16 00:10:32,2021-04-16 15:14:15,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 15:12:45,200002,,100,0,,,0,0,S 60786,,0,0,,2021-05-31 11:28:19
1487,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100188042dca5,2021-04-16 13:32:36,2021-04-16 00:10:32,2021-04-16 15:18:06,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 15:16:34,200002,,100,0,,,0,0,S 28056,,0,0,,2021-05-31 11:28:19
1488,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018806ed8a1,2021-04-16 14:20:38,2021-04-16 00:10:32,2021-04-16 15:19:51,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 15:18:19,200002,,100,0,,,0,0,G 68946,,0,0,,2021-05-31 11:28:19
1489,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100188035736c,2021-04-16 13:17:57,2021-04-16 00:10:32,2021-04-16 15:41:32,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 15:39:59,200002,,100,0,,,0,0,J 98787,,0,0,,2021-05-31 11:28:19
1490,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018804966f3,2021-04-16 13:39:44,2021-04-16 00:10:32,2021-04-16 17:19:19,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 17:17:47,200002,,100,0,,,0,0,V 94693,,0,0,,2021-05-31 11:28:19
1491,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018810a8024,2021-04-16 17:10:39,2021-04-16 00:10:32,2021-04-16 17:19:28,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 17:18:02,200002,,100,0,,,0,0,C 35040,,0,0,,2021-05-31 11:28:19
1492,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100188155d6c4,2021-04-16 18:32:56,2021-04-16 00:10:32,2021-04-16 20:09:09,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 20:07:38,200002,,100,0,,,0,0,S 29476,,0,0,,2021-05-31 11:28:19
1493,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018816e71c2,2021-04-16 18:59:49,2021-04-16 00:10:32,2021-04-16 20:49:35,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 20:48:02,200002,,100,0,,,0,0,M 44010,,0,0,,2021-05-31 11:28:19
1494,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018816a55c6,2021-04-16 18:55:20,2021-04-16 00:10:32,2021-04-16 20:49:47,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 20:48:17,200002,,100,0,,,0,0,D 81955,,0,0,,2021-05-31 11:28:19
1495,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100188168aa89,2021-04-16 18:53:30,2021-04-16 00:10:32,2021-04-16 20:49:57,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 20:48:32,200002,,100,0,,,0,0,W 53726,,0,0,,2021-05-31 11:28:19
1496,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001881672e0e,2021-04-16 18:51:53,2021-04-16 00:10:32,2021-04-16 20:50:06,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 20:48:32,200002,,100,0,,,0,0,T 84282,,0,0,,2021-05-31 11:28:19
1497,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018816bb2d9,2021-04-16 18:56:49,2021-04-16 00:10:32,2021-04-16 21:19:00,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 21:17:32,200002,,100,0,,,0,0,H 83598,,0,0,,2021-05-31 11:28:19
1498,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018817897de,2021-04-16 19:10:54,2021-04-16 00:10:32,2021-04-16 21:19:13,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 21:18:02,200002,,100,0,,,0,0,H 4188,,0,0,,2021-05-31 11:28:19
1499,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100188174b76e,2021-04-16 19:06:40,2021-04-16 00:10:32,2021-04-16 21:27:43,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 21:26:13,200002,,100,0,,,0,0,S 71127,,0,0,,2021-05-31 11:28:19
1500,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018816e1c60,2021-04-16 18:59:27,2021-04-16 00:10:32,2021-04-16 21:28:16,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 21:26:43,200002,,100,0,,,0,0,R 80869,,0,0,,2021-05-31 11:28:19
1501,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018817e21da,2021-04-16 19:16:56,2021-04-16 00:10:32,2021-04-16 21:33:41,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 21:32:11,200002,,100,0,,,0,0,R 80869,,0,0,,2021-05-31 11:28:19
1502,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018817599b5,2021-04-16 19:07:38,2021-04-16 00:10:32,2021-04-16 21:40:57,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 21:39:26,200002,,100,0,,,0,0,U 89387,,0,0,,2021-05-31 11:28:19
1503,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018819e5748,2021-04-16 19:52:06,2021-04-16 00:10:32,2021-04-16 21:59:42,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 21:58:18,200002,,100,0,,,0,0,,,0,0,,2021-05-31 11:28:19
1504,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001881da782f,2021-04-16 20:57:49,2021-04-16 00:10:32,2021-04-16 22:41:51,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 22:40:26,200002,,100,0,,,0,0,S 73918,,0,0,,2021-05-31 11:28:19
1505,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001881b2cf5e,2021-04-16 20:14:29,2021-04-16 00:10:32,2021-04-16 22:47:05,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 22:45:41,200002,,100,0,,,0,0,Q 1307,,0,0,,2021-05-31 11:28:19
1506,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001881c73a9a,2021-04-16 20:36:48,2021-04-16 00:10:32,2021-04-16 22:49:31,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 22:47:56,200002,,100,0,,,0,0,G 9463,,0,0,,2021-05-31 11:28:19
1507,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100188200c89a,2021-04-16 21:39:39,2021-04-16 00:10:32,2021-04-16 23:32:02,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 23:30:32,200002,,100,0,,,0,0,G 66999,,0,0,,2021-05-31 11:28:19
1508,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001881e478b8,2021-04-16 21:08:44,2021-04-16 00:10:32,2021-04-16 23:35:55,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 23:34:31,200002,,100,0,,,0,0,E 705,,0,0,,2021-05-31 11:28:19
